player1,player2,time_stamp,time_to_score,who_serves,player_skill1,player_skill2,game_id,player1_id,player2_id
6,15,539.742418498735,29.8871331838183,1,3,2,197,Karo,Quirin
6,16,561.589570550646,21.8471520519111,1,3,2,197,Karo,Quirin
6,17,596.101689050057,34.5121184994113,1,3,2,197,Karo,Quirin
6,18,615.867125742762,19.7654366927053,1,3,2,197,Karo,Quirin
7,18,642.168691021794,26.301565279032,1,3,2,197,Karo,Quirin
7,19,679.472800426357,37.3041094045621,0,3,2,197,Karo,Quirin
7,20,702.501795398344,23.0289949719877,0,3,2,197,Karo,Quirin
7,21,722.568828706375,20.0670333080309,0,3,2,197,Karo,Quirin
1,0,39.2965683657467,39.2965683657467,1,2,3,198,Otto,Karo
2,0,58.9822053151153,19.6856369493686,1,2,3,198,Otto,Karo
3,0,74.8781933490974,15.895988033982,1,2,3,198,Otto,Karo
3,1,98.3049760546588,23.4267827055614,1,2,3,198,Otto,Karo
3,2,121.905566351478,23.6005902968194,1,2,3,198,Otto,Karo
4,2,149.977237937536,28.0716715860574,0,2,3,198,Otto,Karo
5,2,194.909868869778,44.9326309322422,0,2,3,198,Otto,Karo
6,2,210.181639674978,15.2717708052003,0,2,3,198,Otto,Karo
7,2,232.600015829872,22.4183761548941,0,2,3,198,Otto,Karo
7,3,250.650493607358,18.0504777774862,0,2,3,198,Otto,Karo
8,3,272.49648617999,21.8459925726314,1,2,3,198,Otto,Karo
9,3,290.438521736267,17.9420355562767,1,2,3,198,Otto,Karo
9,4,332.117260417952,41.6787386816856,1,2,3,198,Otto,Karo
9,5,363.91040740059,31.7931469826377,1,2,3,198,Otto,Karo
10,5,384.507671425369,20.5972640247794,1,2,3,198,Otto,Karo
11,5,404.136606384645,19.6289349592761,0,2,3,198,Otto,Karo
11,6,423.238890403165,19.1022840185201,0,2,3,198,Otto,Karo
11,7,458.92674553162,35.6878551284548,0,2,3,198,Otto,Karo
11,8,490.61674372628,31.6899981946595,0,2,3,198,Otto,Karo
11,9,505.520849962155,14.9041062358752,0,2,3,198,Otto,Karo
11,10,534.120101208069,28.5992512459139,1,2,3,198,Otto,Karo
12,10,552.548942903218,18.4288416951493,1,2,3,198,Otto,Karo
12,11,569.152449919857,16.6035070166386,1,2,3,198,Otto,Karo
13,11,591.978249324891,22.8257994050347,1,2,3,198,Otto,Karo
13,12,610.761804826778,18.7835555018864,1,2,3,198,Otto,Karo
13,13,630.471473612615,19.7096687858373,0,2,3,198,Otto,Karo
14,13,658.597647171585,28.1261735589695,0,2,3,198,Otto,Karo
15,13,674.117900356854,15.5202531852692,0,2,3,198,Otto,Karo
15,14,684.88689391805,10.768993561196,0,2,3,198,Otto,Karo
15,15,709.012927400735,24.1260334826855,0,2,3,198,Otto,Karo
16,15,749.264127455792,40.2512000550565,1,2,3,198,Otto,Karo
16,16,789.167130330854,39.9030028750618,1,2,3,198,Otto,Karo
17,16,832.800737250429,43.6336069195753,1,2,3,198,Otto,Karo
18,16,852.42613519226,19.6253979418311,1,2,3,198,Otto,Karo
19,16,870.710054450614,18.2839192583541,1,2,3,198,Otto,Karo
19,17,899.175826909491,28.4657724588772,0,2,3,198,Otto,Karo
20,17,912.720192856207,13.5443659467157,0,2,3,198,Otto,Karo
20,18,954.330673866986,41.6104810107794,0,2,3,198,Otto,Karo
21,18,983.710739168453,29.3800653014666,0,2,3,198,Otto,Karo
1,0,30.9923722952768,30.9923722952768,1,1,2,199,Jonny,Otto
2,0,69.7428854595308,38.7505131642541,1,1,2,199,Jonny,Otto
2,1,91.3847434532557,21.6418579937248,1,1,2,199,Jonny,Otto
3,1,110.942881659675,19.5581382064192,1,1,2,199,Jonny,Otto
4,1,125.408749630588,14.4658679709133,1,1,2,199,Jonny,Otto
4,2,145.069181654291,19.6604320237027,0,1,2,199,Jonny,Otto
5,2,168.920501496666,23.8513198423751,0,1,2,199,Jonny,Otto
6,2,195.136884335335,26.2163828386695,0,1,2,199,Jonny,Otto
7,2,206.718279040036,11.5813947047002,0,1,2,199,Jonny,Otto
8,2,237.975363014813,31.2570839747769,0,1,2,199,Jonny,Otto
9,2,263.037768025572,25.0624050107598,1,1,2,199,Jonny,Otto
10,2,299.463909764205,36.426141738633,1,1,2,199,Jonny,Otto
10,3,316.800369300725,17.33645953652,1,1,2,199,Jonny,Otto
11,3,358.657491590848,41.857122290123,1,1,2,199,Jonny,Otto
12,3,368.933215053859,10.2757234630109,1,1,2,199,Jonny,Otto
13,3,391.102014741239,22.1687996873795,0,1,2,199,Jonny,Otto
13,4,413.475280799961,22.3732660587224,0,1,2,199,Jonny,Otto
14,4,437.288376695179,23.8130958952176,0,1,2,199,Jonny,Otto
15,4,449.795000128913,12.5066234337347,0,1,2,199,Jonny,Otto
15,5,466.356560446064,16.5615603171508,0,1,2,199,Jonny,Otto
15,6,494.169351299389,27.8127908533252,1,1,2,199,Jonny,Otto
15,7,515.235754102046,21.0664028026562,1,1,2,199,Jonny,Otto
16,7,555.023377097499,39.7876229954535,1,1,2,199,Jonny,Otto
17,7,592.524300185834,37.5009230883353,1,1,2,199,Jonny,Otto
17,8,639.654297297774,47.1299971119397,1,1,2,199,Jonny,Otto
18,8,654.482074215174,14.8277769174,0,1,2,199,Jonny,Otto
18,9,673.930866213539,19.4487919983645,0,1,2,199,Jonny,Otto
19,9,696.639412153544,22.7085459400052,0,1,2,199,Jonny,Otto
20,9,729.081092933395,32.4416807798509,0,1,2,199,Jonny,Otto
20,10,764.984117940561,35.9030250071665,0,1,2,199,Jonny,Otto
20,11,790.865292442802,25.8811745022411,1,1,2,199,Jonny,Otto
21,11,820.952954775068,30.0876623322653,1,1,2,199,Jonny,Otto
1,0,33.6139154284953,33.6139154284953,1,2,2,200,Quirin,Otto
2,0,68.4512665843653,34.83735115587,1,2,2,200,Quirin,Otto
2,1,91.8675416866631,23.4162751022978,1,2,2,200,Quirin,Otto
2,2,105.199687662471,13.3321459758084,1,2,2,200,Quirin,Otto
3,2,145.182102719357,39.9824150568856,1,2,2,200,Quirin,Otto
3,3,181.178906391505,35.9968036721477,0,2,2,200,Quirin,Otto
3,4,214.553997361209,33.3750909697046,0,2,2,200,Quirin,Otto
4,4,228.852033975791,14.2980366145818,0,2,2,200,Quirin,Otto
5,4,259.706052170366,30.8540181945747,0,2,2,200,Quirin,Otto
6,4,281.205569582246,21.4995174118798,0,2,2,200,Quirin,Otto
7,4,307.943002787475,26.7374332052296,1,2,2,200,Quirin,Otto
7,5,334.361346627991,26.4183438405155,1,2,2,200,Quirin,Otto
7,6,371.60240155999,37.241054931999,1,2,2,200,Quirin,Otto
8,6,397.107833803721,25.505432243731,1,2,2,200,Quirin,Otto
8,7,426.232788075293,29.1249542715726,1,2,2,200,Quirin,Otto
8,8,449.099377449716,22.8665893744231,0,2,2,200,Quirin,Otto
9,8,475.733157859161,26.6337804094441,0,2,2,200,Quirin,Otto
10,8,516.063499007697,40.3303411485366,0,2,2,200,Quirin,Otto
10,9,544.787583511759,28.7240845040619,0,2,2,200,Quirin,Otto
10,10,567.584372543402,22.7967890316429,0,2,2,200,Quirin,Otto
11,10,569.859497595373,2.27512505197086,1,2,2,200,Quirin,Otto
12,10,604.278199642982,34.4187020476092,1,2,2,200,Quirin,Otto
12,11,631.209363926878,26.9311642838957,1,2,2,200,Quirin,Otto
12,12,650.794525236428,19.5851613095502,1,2,2,200,Quirin,Otto
12,13,685.490187331361,34.6956620949332,1,2,2,200,Quirin,Otto
13,13,696.804290857565,11.3141035262035,0,2,2,200,Quirin,Otto
13,14,718.954467741228,22.1501768836635,0,2,2,200,Quirin,Otto
14,14,747.103361974886,28.1488942336574,0,2,2,200,Quirin,Otto
14,15,773.673828778652,26.570466803766,0,2,2,200,Quirin,Otto
15,15,803.893232292096,30.2194035134443,0,2,2,200,Quirin,Otto
16,15,815.550397652632,11.6571653605362,1,2,2,200,Quirin,Otto
16,16,851.596114026593,36.0457163739609,1,2,2,200,Quirin,Otto
17,16,862.064955515331,10.4688414887384,1,2,2,200,Quirin,Otto
18,16,878.656248865634,16.5912933503023,1,2,2,200,Quirin,Otto
19,16,886.632570401971,7.97632153633764,1,2,2,200,Quirin,Otto
19,17,907.271110325655,20.6385399236837,0,2,2,200,Quirin,Otto
20,17,931.566091631475,24.2949813058205,0,2,2,200,Quirin,Otto
21,17,951.888474684383,20.3223830529073,0,2,2,200,Quirin,Otto
0,1,29.4565094157987,29.4565094157987,1,2,3,201,Quirin,Luis
1,1,62.7807354736787,33.32422605788,1,2,3,201,Quirin,Luis
1,2,78.2449948126911,15.4642593390124,1,2,3,201,Quirin,Luis
2,2,108.179641960879,29.9346471481874,1,2,3,201,Quirin,Luis
3,2,132.504478354725,24.3248363938464,1,2,3,201,Quirin,Luis
4,2,151.332805047864,18.8283266931388,0,2,3,201,Quirin,Luis
4,3,181.782251389507,30.4494463416427,0,2,3,201,Quirin,Luis
5,3,203.550136309586,21.7678849200797,0,2,3,201,Quirin,Luis
6,3,225.878497534799,22.328361225213,0,2,3,201,Quirin,Luis
7,3,243.097923909243,17.2194263744442,0,2,3,201,Quirin,Luis
7,4,263.731481398684,20.6335574894404,1,2,3,201,Quirin,Luis
8,4,287.560026455514,23.82854505683,1,2,3,201,Quirin,Luis
9,4,312.014777869676,24.4547514141624,1,2,3,201,Quirin,Luis
10,4,333.145344471052,21.1305666013753,1,2,3,201,Quirin,Luis
11,4,379.166044339511,46.0206998684593,1,2,3,201,Quirin,Luis
11,5,408.689873552933,29.5238292134218,0,2,3,201,Quirin,Luis
11,6,425.652311746748,16.9624381938155,0,2,3,201,Quirin,Luis
12,6,467.562442921814,41.9101311750657,0,2,3,201,Quirin,Luis
12,7,491.64955471351,24.0871117916962,0,2,3,201,Quirin,Luis
13,7,548.863314313248,57.2137595997379,0,2,3,201,Quirin,Luis
14,7,567.952621339426,19.0893070261776,1,2,3,201,Quirin,Luis
15,7,596.088573795888,28.1359524564626,1,2,3,201,Quirin,Luis
15,8,618.635275077962,22.546701282074,1,2,3,201,Quirin,Luis
15,9,659.386203794487,40.7509287165246,1,2,3,201,Quirin,Luis
16,9,687.439501178981,28.0532973844944,1,2,3,201,Quirin,Luis
16,10,705.566398301295,18.1268971223142,0,2,3,201,Quirin,Luis
17,10,748.425417189718,42.8590188884223,0,2,3,201,Quirin,Luis
17,11,785.33721987141,36.9118026816922,0,2,3,201,Quirin,Luis
17,12,812.846673569356,27.5094536979459,0,2,3,201,Quirin,Luis
18,12,845.527183872921,32.6805103035652,0,2,3,201,Quirin,Luis
19,12,859.210118788875,13.6829349159538,1,2,3,201,Quirin,Luis
20,12,894.802913740637,35.5927949517621,1,2,3,201,Quirin,Luis
21,12,926.074727479028,31.2718137383915,1,2,3,201,Quirin,Luis
1,0,22.9417062504208,22.9417062504208,1,2,1,202,Quirin,Chris
1,1,56.1700082703559,33.2283020199351,1,2,1,202,Quirin,Chris
2,1,74.9981892496443,18.8281809792885,1,2,1,202,Quirin,Chris
2,2,84.0474522846305,9.04926303498617,1,2,1,202,Quirin,Chris
2,3,102.626025234683,18.5785729500523,1,2,1,202,Quirin,Chris
2,4,144.49478654936,41.8687613146772,0,2,1,202,Quirin,Chris
2,5,153.993094275464,9.49830772610427,0,2,1,202,Quirin,Chris
3,5,187.437669428124,33.4445751526598,0,2,1,202,Quirin,Chris
4,5,199.268493657322,11.8308242291976,0,2,1,202,Quirin,Chris
4,6,232.354728943869,33.0862352865478,0,2,1,202,Quirin,Chris
4,7,253.902157895684,21.5474289518147,1,2,1,202,Quirin,Chris
4,8,280.51583809499,26.6136801993062,1,2,1,202,Quirin,Chris
4,9,311.648028482754,31.1321903877634,1,2,1,202,Quirin,Chris
4,10,330.769175616582,19.1211471338282,1,2,1,202,Quirin,Chris
5,10,378.15910769914,47.3899320825582,1,2,1,202,Quirin,Chris
5,11,398.010072056684,19.8509643575443,0,2,1,202,Quirin,Chris
5,12,427.247174334491,29.237102277807,0,2,1,202,Quirin,Chris
5,13,459.957987784765,32.710813450274,0,2,1,202,Quirin,Chris
6,13,473.776327912721,13.8183401279556,0,2,1,202,Quirin,Chris
7,13,496.271472701341,22.4951447886196,0,2,1,202,Quirin,Chris
7,14,513.073348076472,16.8018753751313,1,2,1,202,Quirin,Chris
8,14,536.742923678628,23.6695756021561,1,2,1,202,Quirin,Chris
9,14,554.343830623319,17.6009069446912,1,2,1,202,Quirin,Chris
10,14,599.086236304749,44.7424056814297,1,2,1,202,Quirin,Chris
10,15,635.829106174121,36.7428698693725,1,2,1,202,Quirin,Chris
10,16,685.019993931786,49.1908877576651,0,2,1,202,Quirin,Chris
10,17,717.282225262512,32.2622313307254,0,2,1,202,Quirin,Chris
10,18,732.21253546486,14.9303102023482,0,2,1,202,Quirin,Chris
11,18,766.402332142611,34.1897966777506,0,2,1,202,Quirin,Chris
11,19,792.242124860125,25.8397927175144,0,2,1,202,Quirin,Chris
11,20,830.93202428644,38.6898994263151,1,2,1,202,Quirin,Chris
11,21,851.121331389089,20.1893071026489,1,2,1,202,Quirin,Chris
1,0,21.7491481429313,21.7491481429313,1,3,2,203,Karo,Otto
1,1,47.6327438103334,25.8835956674021,1,3,2,203,Karo,Otto
1,2,82.8187652668015,35.1860214564681,1,3,2,203,Karo,Otto
1,3,105.423009159178,22.6042438923764,1,3,2,203,Karo,Otto
1,4,146.56943894451,41.1464297853322,1,3,2,203,Karo,Otto
1,5,190.436018672127,43.8665797276166,0,3,2,203,Karo,Otto
1,6,214.746443105228,24.3104244331018,0,3,2,203,Karo,Otto
2,6,232.593784131365,17.8473410261369,0,3,2,203,Karo,Otto
2,7,263.788243568248,31.194459436883,0,3,2,203,Karo,Otto
2,8,289.225885562906,25.4376419946577,0,3,2,203,Karo,Otto
2,9,308.861743483282,19.6358579203762,1,3,2,203,Karo,Otto
3,9,338.949003797172,30.0872603138894,1,3,2,203,Karo,Otto
4,9,358.98873889066,20.0397350934882,1,3,2,203,Karo,Otto
4,10,376.885142389818,17.8964034991579,1,3,2,203,Karo,Otto
4,11,404.378660351498,27.4935179616804,1,3,2,203,Karo,Otto
4,12,436.562930932695,32.1842705811972,0,3,2,203,Karo,Otto
4,13,455.582219504761,19.0192885720659,0,3,2,203,Karo,Otto
4,14,465.98453717421,10.4023176694489,0,3,2,203,Karo,Otto
4,15,512.578593319348,46.5940561451379,0,3,2,203,Karo,Otto
4,16,538.566830447386,25.988237128038,0,3,2,203,Karo,Otto
4,17,577.094302317407,38.5274718700213,1,3,2,203,Karo,Otto
5,17,610.898477118927,33.8041748015192,1,3,2,203,Karo,Otto
6,17,622.426928660087,11.5284515411609,1,3,2,203,Karo,Otto
6,18,643.373852114397,20.94692345431,1,3,2,203,Karo,Otto
6,19,698.411529704028,55.0376775896307,1,3,2,203,Karo,Otto
7,19,717.126194172264,18.7146644682361,0,3,2,203,Karo,Otto
7,20,723.669297992253,6.54310381998905,0,3,2,203,Karo,Otto
8,20,739.367609563485,15.6983115712313,0,3,2,203,Karo,Otto
9,20,760.252658506541,20.885048943056,0,3,2,203,Karo,Otto
10,20,782.047444333452,21.7947858269114,0,3,2,203,Karo,Otto
10,21,798.358801534819,16.3113572013673,1,3,2,203,Karo,Otto
1,0,44.1817226772664,44.1817226772664,0,3,2,204,Luis,Quirin
1,1,50.2442749718542,6.06255229458776,0,3,2,204,Luis,Quirin
1,2,66.8011523352818,16.5568773634276,0,3,2,204,Luis,Quirin
1,3,98.6255481460555,31.8243958107736,0,3,2,204,Luis,Quirin
1,4,125.850456779733,27.2249086336775,0,3,2,204,Luis,Quirin
1,5,149.149640961497,23.2991841817643,1,3,2,204,Luis,Quirin
1,6,173.376939035615,24.2272980741182,1,3,2,204,Luis,Quirin
2,6,206.040849582657,32.6639105470414,1,3,2,204,Luis,Quirin
2,7,220.544704298981,14.5038547163242,1,3,2,204,Luis,Quirin
2,8,244.277019034857,23.7323147358761,1,3,2,204,Luis,Quirin
2,9,282.770960090052,38.4939410551946,0,3,2,204,Luis,Quirin
2,10,310.83228532305,28.0613252329985,0,3,2,204,Luis,Quirin
3,10,359.379557721786,48.5472723987354,0,3,2,204,Luis,Quirin
4,10,391.977825585531,32.5982678637449,0,3,2,204,Luis,Quirin
4,11,444.156516213904,52.1786906283731,0,3,2,204,Luis,Quirin
5,11,462.89101094704,18.7344947331361,1,3,2,204,Luis,Quirin
6,11,486.627362065994,23.7363511189542,1,3,2,204,Luis,Quirin
7,11,518.871902262418,32.2445401964242,1,3,2,204,Luis,Quirin
8,11,541.743579890416,22.8716776279977,1,3,2,204,Luis,Quirin
9,11,553.769589872863,12.0260099824471,1,3,2,204,Luis,Quirin
10,11,578.009469477436,24.2398796045726,0,3,2,204,Luis,Quirin
10,12,612.836725422003,34.8272559445677,0,3,2,204,Luis,Quirin
10,13,642.679852611079,29.8431271890752,0,3,2,204,Luis,Quirin
11,13,668.789216615155,26.1093640040765,0,3,2,204,Luis,Quirin
11,14,683.959375108832,15.1701584936771,0,3,2,204,Luis,Quirin
12,14,703.382960766875,19.4235856580434,1,3,2,204,Luis,Quirin
12,15,716.633356883419,13.2503961165432,1,3,2,204,Luis,Quirin
12,16,744.740623232453,28.1072663490339,1,3,2,204,Luis,Quirin
13,16,767.978643167215,23.2380199347625,1,3,2,204,Luis,Quirin
13,17,817.538904195781,49.5602610285663,1,3,2,204,Luis,Quirin
13,18,837.01695367768,19.4780494818983,0,3,2,204,Luis,Quirin
13,19,868.088839401598,31.0718857239181,0,3,2,204,Luis,Quirin
14,19,897.510291681526,29.4214522799283,0,3,2,204,Luis,Quirin
14,20,921.996208729262,24.4859170477363,0,3,2,204,Luis,Quirin
14,21,947.961050110345,25.9648413810828,0,3,2,204,Luis,Quirin
1,0,58.7022573762868,58.7022573762868,0,1,3,205,Chris,Karo
2,0,82.0238726695664,23.3216152932796,0,1,3,205,Chris,Karo
3,0,96.0821825786034,14.058309909037,0,1,3,205,Chris,Karo
4,0,113.709960563478,17.6277779848751,0,1,3,205,Chris,Karo
5,0,145.534621468337,31.8246609048585,0,1,3,205,Chris,Karo
6,0,165.06637065404,19.5317491857028,1,1,3,205,Chris,Karo
7,0,194.30761042982,29.2412397757797,1,1,3,205,Chris,Karo
8,0,217.078987661471,22.7713772316513,1,1,3,205,Chris,Karo
9,0,245.855312289881,28.7763246284098,1,1,3,205,Chris,Karo
10,0,262.856771075121,17.0014587852404,1,1,3,205,Chris,Karo
11,0,280.128781878529,17.272010803408,0,1,3,205,Chris,Karo
11,1,319.971399055644,39.8426171771149,0,1,3,205,Chris,Karo
12,1,330.616168703198,10.6447696475539,0,1,3,205,Chris,Karo
13,1,347.142298986398,16.5261302831996,0,1,3,205,Chris,Karo
14,1,364.990645565579,17.8483465791817,0,1,3,205,Chris,Karo
14,2,389.310063358401,24.3194177928216,1,1,3,205,Chris,Karo
15,2,417.346902157674,28.0368387992728,1,1,3,205,Chris,Karo
16,2,427.866553087523,10.519650929849,1,1,3,205,Chris,Karo
17,2,478.96648051663,51.0999274291075,1,1,3,205,Chris,Karo
18,2,494.357753701535,15.3912731849048,1,1,3,205,Chris,Karo
18,3,528.441198221046,34.0834445195109,0,1,3,205,Chris,Karo
18,4,542.056427679638,13.6152294585921,0,1,3,205,Chris,Karo
19,4,561.857777553225,19.8013498735871,0,1,3,205,Chris,Karo
20,4,596.384360787036,34.5265832338114,0,1,3,205,Chris,Karo
20,5,633.377554146523,36.993193359487,0,1,3,205,Chris,Karo
21,5,654.529258420267,21.1517042737438,1,1,3,205,Chris,Karo
1,0,43.2983390976329,43.2983390976329,0,3,2,206,Luis,Quirin
1,1,76.2575770949084,32.9592379972754,0,3,2,206,Luis,Quirin
1,2,113.952514792465,37.6949376975566,0,3,2,206,Luis,Quirin
1,3,120.293477711618,6.34096291915263,0,3,2,206,Luis,Quirin
1,4,135.914712227638,15.6212345160203,0,3,2,206,Luis,Quirin
2,4,151.335094004183,15.420381776545,1,3,2,206,Luis,Quirin
3,4,165.251810587353,13.9167165831706,1,3,2,206,Luis,Quirin
4,4,188.621435607041,23.3696250196877,1,3,2,206,Luis,Quirin
4,5,206.508618715052,17.8871831080109,1,3,2,206,Luis,Quirin
4,6,242.329591577474,35.8209728624216,1,3,2,206,Luis,Quirin
4,7,268.542984945502,26.2133933680282,0,3,2,206,Luis,Quirin
4,8,316.495256679606,47.9522717341045,0,3,2,206,Luis,Quirin
5,8,335.401913046747,18.9066563671401,0,3,2,206,Luis,Quirin
5,9,383.595417513441,48.1935044666944,0,3,2,206,Luis,Quirin
6,9,405.988101593097,22.3926840796566,0,3,2,206,Luis,Quirin
6,10,419.369199065353,13.3810974722558,1,3,2,206,Luis,Quirin
7,10,429.722323854525,10.3531247891717,1,3,2,206,Luis,Quirin
7,11,472.453274515523,42.7309506609981,1,3,2,206,Luis,Quirin
8,11,511.645709757707,39.1924352421841,1,3,2,206,Luis,Quirin
9,11,539.119540039665,27.4738302819576,1,3,2,206,Luis,Quirin
9,12,569.881462548123,30.7619225084583,0,3,2,206,Luis,Quirin
9,13,619.088475669119,49.2070131209962,0,3,2,206,Luis,Quirin
9,14,637.473101851472,18.3846261823526,0,3,2,206,Luis,Quirin
10,14,652.866293923588,15.3931920721163,0,3,2,206,Luis,Quirin
11,14,680.922681301399,28.0563873778109,0,3,2,206,Luis,Quirin
12,14,704.642230888303,23.719549586904,1,3,2,206,Luis,Quirin
12,15,726.870406957203,22.2281760688998,1,3,2,206,Luis,Quirin
12,16,762.81095678331,35.9405498261075,1,3,2,206,Luis,Quirin
13,16,785.259861736622,22.4489049533121,1,3,2,206,Luis,Quirin
13,17,815.856579566164,30.5967178295412,1,3,2,206,Luis,Quirin
13,18,846.589793716558,30.7332141503942,0,3,2,206,Luis,Quirin
13,19,864.831488847768,18.2416951312101,0,3,2,206,Luis,Quirin
14,19,880.355746181719,15.5242573339507,0,3,2,206,Luis,Quirin
14,20,906.416540239665,26.0607940579461,0,3,2,206,Luis,Quirin
15,20,933.43597310618,27.019432866515,0,3,2,206,Luis,Quirin
15,21,940.575655387221,7.13968228104106,1,3,2,206,Luis,Quirin
1,0,18.2400632303066,18.2400632303066,0,2,3,207,Otto,Luis
2,0,35.6319069689158,17.3918437386092,0,2,3,207,Otto,Luis
3,0,60.0574803721004,24.4255734031846,0,2,3,207,Otto,Luis
4,0,76.2529069264934,16.195426554393,0,2,3,207,Otto,Luis
4,1,121.077075325673,44.8241683991799,0,2,3,207,Otto,Luis
5,1,164.753593848109,43.6765185224355,1,2,3,207,Otto,Luis
5,2,193.671829469169,28.9182356210603,1,2,3,207,Otto,Luis
6,2,219.637430059607,25.9656005904375,1,2,3,207,Otto,Luis
6,3,250.942029473035,31.3045994134281,1,2,3,207,Otto,Luis
7,3,283.773365425315,32.8313359522806,1,2,3,207,Otto,Luis
8,3,320.584873487441,36.8115080621255,0,2,3,207,Otto,Luis
8,4,325.649726800182,5.06485331274167,0,2,3,207,Otto,Luis
9,4,355.489905741735,29.8401789415526,0,2,3,207,Otto,Luis
9,5,369.07273220127,13.5828264595353,0,2,3,207,Otto,Luis
9,6,391.912306903351,22.8395747020806,0,2,3,207,Otto,Luis
10,6,418.843829929631,26.9315230262803,1,2,3,207,Otto,Luis
11,6,429.652247062987,10.8084171333554,1,2,3,207,Otto,Luis
11,7,460.172393360377,30.5201462973904,1,2,3,207,Otto,Luis
11,8,482.99847356584,22.8260802054633,1,2,3,207,Otto,Luis
12,8,505.29375031769,22.2952767518494,1,2,3,207,Otto,Luis
12,9,511.968397099042,6.67464678135202,0,2,3,207,Otto,Luis
13,9,554.381782705371,42.4133856063291,0,2,3,207,Otto,Luis
14,9,603.5042699886,49.1224872832291,0,2,3,207,Otto,Luis
14,10,620.137330472593,16.633060483993,0,2,3,207,Otto,Luis
14,11,665.364516230372,45.2271857577791,0,2,3,207,Otto,Luis
14,12,687.276771203957,21.912254973585,1,2,3,207,Otto,Luis
15,12,704.723443857457,17.4466726534995,1,2,3,207,Otto,Luis
16,12,724.509614387237,19.7861705297807,1,2,3,207,Otto,Luis
16,13,746.573803657007,22.0641892697695,1,2,3,207,Otto,Luis
17,13,764.363600641539,17.7897969845322,1,2,3,207,Otto,Luis
18,13,780.268007507281,15.9044068657416,0,2,3,207,Otto,Luis
19,13,786.145483612292,5.87747610501135,0,2,3,207,Otto,Luis
19,14,829.135355669328,42.9898720570358,0,2,3,207,Otto,Luis
19,15,856.097552939167,26.9621972698396,0,2,3,207,Otto,Luis
20,15,885.490257724226,29.3927047850584,0,2,3,207,Otto,Luis
20,16,900.09527036496,14.6050126407342,1,2,3,207,Otto,Luis
21,16,931.158127249125,31.0628568841656,1,2,3,207,Otto,Luis
1,0,29.6670386968571,29.6670386968571,0,1,1,208,Chris,Jonny
2,0,62.6402547329866,32.9732160361295,0,1,1,208,Chris,Jonny
3,0,84.3292049408352,21.6889502078486,0,1,1,208,Chris,Jonny
3,1,129.614703367639,45.2854984268034,0,1,1,208,Chris,Jonny
3,2,151.336416131751,21.7217127641125,0,1,1,208,Chris,Jonny
4,2,164.603108083243,13.2666919514919,1,1,1,208,Chris,Jonny
5,2,170.807606747769,6.20449866452602,1,1,1,208,Chris,Jonny
5,3,198.995649176183,28.1880424284139,1,1,1,208,Chris,Jonny
6,3,223.878874154128,24.8832249779456,1,1,1,208,Chris,Jonny
6,4,244.152671558921,20.2737974047926,1,1,1,208,Chris,Jonny
7,4,266.920556107648,22.7678845487266,0,1,1,208,Chris,Jonny
7,5,290.136545171285,23.2159890636372,0,1,1,208,Chris,Jonny
8,5,308.821305826742,18.6847606554567,0,1,1,208,Chris,Jonny
9,5,331.830424138479,23.0091183117377,0,1,1,208,Chris,Jonny
10,5,348.505278850135,16.6748547116557,0,1,1,208,Chris,Jonny
10,6,382.890123428,34.3848445778646,1,1,1,208,Chris,Jonny
11,6,404.113732773198,21.223609345198,1,1,1,208,Chris,Jonny
12,6,422.479853492695,18.3661207194973,1,1,1,208,Chris,Jonny
12,7,461.555087017083,39.0752335243881,1,1,1,208,Chris,Jonny
13,7,482.102127025096,20.5470400080133,1,1,1,208,Chris,Jonny
14,7,502.417431617453,20.3153045923568,0,1,1,208,Chris,Jonny
14,8,531.600416642994,29.1829850255408,0,1,1,208,Chris,Jonny
14,9,557.331670443674,25.7312538006803,0,1,1,208,Chris,Jonny
14,10,594.423366556736,37.0916961130612,0,1,1,208,Chris,Jonny
14,11,622.3197962882,27.8964297314642,0,1,1,208,Chris,Jonny
14,12,645.380147569835,23.0603512816353,1,1,1,208,Chris,Jonny
15,12,665.03539947301,19.6552519031754,1,1,1,208,Chris,Jonny
16,12,678.361069024367,13.3256695513564,1,1,1,208,Chris,Jonny
17,12,690.760716594092,12.3996475697252,1,1,1,208,Chris,Jonny
17,13,704.831767353516,14.0710507594242,1,1,1,208,Chris,Jonny
18,13,729.971577198758,25.1398098452419,0,1,1,208,Chris,Jonny
18,14,758.323481318827,28.351904120069,0,1,1,208,Chris,Jonny
19,14,786.718249201928,28.3947678831006,0,1,1,208,Chris,Jonny
20,14,809.858725091718,23.1404758897902,0,1,1,208,Chris,Jonny
20,15,849.140258382161,39.2815332904432,0,1,1,208,Chris,Jonny
20,16,867.991500380216,18.8512419980547,1,1,1,208,Chris,Jonny
21,16,911.206313685018,43.214813304802,1,1,1,208,Chris,Jonny
1,0,34.3104021689345,34.3104021689345,0,1,2,209,Jonny,Otto
1,1,75.7165769391549,41.4061747702204,0,1,2,209,Jonny,Otto
2,1,105.398450021656,29.6818730825011,0,1,2,209,Jonny,Otto
2,2,127.271757285699,21.8733072640433,0,1,2,209,Jonny,Otto
3,2,163.242312653249,35.9705553675496,0,1,2,209,Jonny,Otto
4,2,199.181147698141,35.9388350448921,1,1,2,209,Jonny,Otto
5,2,217.035009291603,17.8538615934622,1,1,2,209,Jonny,Otto
