player1,player2,time_stamp,time_to_score,who_serves,who_scores,player_skill1,player_skill2,game_date,game_id,player1_id,player2_id
8,12,521.133927323777,27.8174635328056,0,2,3,3,2021-02-25,257,Luis,Karo
9,12,554.989372612083,33.8554452883059,1,1,3,3,2021-02-25,257,Luis,Karo
10,12,584.428281426679,29.4389088145955,1,1,3,3,2021-02-25,257,Luis,Karo
11,12,600.129839387524,15.7015579608453,1,1,3,3,2021-02-25,257,Luis,Karo
12,12,615.032702674081,14.9028632865572,1,1,3,3,2021-02-25,257,Luis,Karo
12,13,653.294884176563,38.2621815024822,1,2,3,3,2021-02-25,257,Luis,Karo
13,13,675.091775751186,21.7968915746231,0,1,3,3,2021-02-25,257,Luis,Karo
13,14,696.375754412336,21.2839786611498,0,2,3,3,2021-02-25,257,Luis,Karo
13,15,713.057144972138,16.681390559802,0,2,3,3,2021-02-25,257,Luis,Karo
13,16,741.434381095291,28.3772361231523,0,2,3,3,2021-02-25,257,Luis,Karo
14,16,757.343234005099,15.908852909809,0,1,3,3,2021-02-25,257,Luis,Karo
15,16,794.344937109289,37.0017031041895,1,1,3,3,2021-02-25,257,Luis,Karo
16,16,821.036760427071,26.6918233177823,1,1,3,3,2021-02-25,257,Luis,Karo
16,17,834.552821763937,13.5160613368657,1,2,3,3,2021-02-25,257,Luis,Karo
16,18,850.111143669968,15.5583219060306,1,2,3,3,2021-02-25,257,Luis,Karo
16,19,872.53444258869,22.423298918722,1,2,3,3,2021-02-25,257,Luis,Karo
16,20,913.484918341618,40.9504757529285,0,2,3,3,2021-02-25,257,Luis,Karo
16,21,951.325252244321,37.8403339027034,0,2,3,3,2021-02-25,257,Luis,Karo
1,0,39.2085102382758,39.2085102382758,0,1,1,1,2021-03-07,258,Chris,Jonny
2,0,47.2365996682397,8.02808942996384,0,1,1,1,2021-03-07,258,Chris,Jonny
3,0,72.2412668024102,25.0046671341706,0,1,1,1,2021-03-07,258,Chris,Jonny
4,0,120.959885043451,48.7186182410403,0,1,1,1,2021-03-07,258,Chris,Jonny
4,1,162.292941389028,41.3330563455776,0,2,1,1,2021-03-07,258,Chris,Jonny
5,1,204.180608297307,41.8876669082788,1,1,1,1,2021-03-07,258,Chris,Jonny
6,1,234.981670858485,30.8010625611778,1,1,1,1,2021-03-07,258,Chris,Jonny
6,2,251.524934833401,16.5432639749162,1,2,1,1,2021-03-07,258,Chris,Jonny
7,2,274.378600343711,22.8536655103104,1,1,1,1,2021-03-07,258,Chris,Jonny
8,2,307.563974354864,33.1853740111524,1,1,1,1,2021-03-07,258,Chris,Jonny
8,3,328.895854558166,21.3318802033021,0,2,1,1,2021-03-07,258,Chris,Jonny
8,4,349.504314230997,20.6084596728316,0,2,1,1,2021-03-07,258,Chris,Jonny
9,4,375.926699003086,26.4223847720889,0,1,1,1,2021-03-07,258,Chris,Jonny
10,4,404.21304372837,28.2863447252838,0,1,1,1,2021-03-07,258,Chris,Jonny
11,4,440.618778594882,36.4057348665116,0,1,1,1,2021-03-07,258,Chris,Jonny
11,5,466.392590309402,25.7738117145203,1,2,1,1,2021-03-07,258,Chris,Jonny
12,5,495.394408360872,29.0018180514698,1,1,1,1,2021-03-07,258,Chris,Jonny
12,6,524.814256211065,29.4198478501929,1,2,1,1,2021-03-07,258,Chris,Jonny
12,7,541.331928382807,16.5176721717425,1,2,1,1,2021-03-07,258,Chris,Jonny
13,7,579.824254962174,38.4923265793664,1,1,1,1,2021-03-07,258,Chris,Jonny
14,7,600.253615286314,20.4293603241408,0,1,1,1,2021-03-07,258,Chris,Jonny
14,8,612.988808266864,12.7351929805492,0,2,1,1,2021-03-07,258,Chris,Jonny
14,9,639.411178706902,26.422370440038,0,2,1,1,2021-03-07,258,Chris,Jonny
14,10,669.723380203786,30.3122014968841,0,2,1,1,2021-03-07,258,Chris,Jonny
15,10,708.161213538185,38.4378333343995,0,1,1,1,2021-03-07,258,Chris,Jonny
15,11,719.036721663485,10.8755081252993,1,2,1,1,2021-03-07,258,Chris,Jonny
16,11,744.809878757602,25.7731570941176,1,1,1,1,2021-03-07,258,Chris,Jonny
17,11,775.438346639986,30.6284678823837,1,1,1,1,2021-03-07,258,Chris,Jonny
17,12,798.803896244923,23.3655496049372,1,2,1,1,2021-03-07,258,Chris,Jonny
18,12,815.082455807597,16.278559562674,1,1,1,1,2021-03-07,258,Chris,Jonny
19,12,838.084974396706,23.002518589109,0,1,1,1,2021-03-07,258,Chris,Jonny
19,13,869.901151795124,31.8161773984181,0,2,1,1,2021-03-07,258,Chris,Jonny
19,14,913.316381117414,43.4152293222898,0,2,1,1,2021-03-07,258,Chris,Jonny
20,14,936.565989792598,23.2496086751837,0,1,1,1,2021-03-07,258,Chris,Jonny
20,15,954.140532788051,17.5745429954537,0,2,1,1,2021-03-07,258,Chris,Jonny
20,16,975.323924306593,21.183391518542,1,2,1,1,2021-03-07,258,Chris,Jonny
20,17,983.600645135934,8.27672082934078,1,2,1,1,2021-03-07,258,Chris,Jonny
21,17,1005.79060884529,22.1899637093557,1,1,1,1,2021-03-07,258,Chris,Jonny
0,1,40.0670286931759,40.0670286931759,0,2,2,3,2021-04-02,259,Otto,Karo
0,2,75.8192204662277,35.7521917730518,0,2,2,3,2021-04-02,259,Otto,Karo
0,3,112.938069999998,37.1188495337702,0,2,2,3,2021-04-02,259,Otto,Karo
1,3,135.485120758043,22.5470507580449,0,1,2,3,2021-04-02,259,Otto,Karo
1,4,166.393425011032,30.9083042529896,0,2,2,3,2021-04-02,259,Otto,Karo
2,4,183.837633309771,17.444208298739,1,1,2,3,2021-04-02,259,Otto,Karo
2,5,203.526447922571,19.6888146127994,1,2,2,3,2021-04-02,259,Otto,Karo
3,5,262.036421922641,58.50997400007,1,1,2,3,2021-04-02,259,Otto,Karo
4,5,323.137633415214,61.1012114925733,1,1,2,3,2021-04-02,259,Otto,Karo
5,5,370.736212923457,47.5985795082424,1,1,2,3,2021-04-02,259,Otto,Karo
6,5,387.414902378126,16.6786894546693,0,1,2,3,2021-04-02,259,Otto,Karo
7,5,421.26774022719,33.8528378490642,0,1,2,3,2021-04-02,259,Otto,Karo
8,5,446.885471766879,25.6177315396887,0,1,2,3,2021-04-02,259,Otto,Karo
9,5,467.986468219653,21.1009964527742,0,1,2,3,2021-04-02,259,Otto,Karo
9,6,473.999690010217,6.01322179056366,0,2,2,3,2021-04-02,259,Otto,Karo
9,7,510.061208816709,36.0615188064926,1,2,2,3,2021-04-02,259,Otto,Karo
9,8,533.622916340614,23.5617075239054,1,2,2,3,2021-04-02,259,Otto,Karo
9,9,548.059652282017,14.4367359414022,1,2,2,3,2021-04-02,259,Otto,Karo
10,9,570.757935045157,22.6982827631407,1,1,2,3,2021-04-02,259,Otto,Karo
10,10,612.21553383472,41.4575987895626,1,2,2,3,2021-04-02,259,Otto,Karo
11,10,630.993595008508,18.7780611737883,0,1,2,3,2021-04-02,259,Otto,Karo
11,11,653.565516101989,22.5719210934812,0,2,2,3,2021-04-02,259,Otto,Karo
11,12,674.526384358879,20.9608682568892,0,2,2,3,2021-04-02,259,Otto,Karo
11,13,719.821440675496,45.2950563166176,0,2,2,3,2021-04-02,259,Otto,Karo
12,13,759.334040650217,39.5125999747206,0,1,2,3,2021-04-02,259,Otto,Karo
13,13,775.752066215041,16.4180255648238,1,1,2,3,2021-04-02,259,Otto,Karo
14,13,802.373324823426,26.6212586083851,1,1,2,3,2021-04-02,259,Otto,Karo
15,13,831.064011119539,28.6906862961136,1,1,2,3,2021-04-02,259,Otto,Karo
16,13,851.937914777389,20.8739036578493,1,1,2,3,2021-04-02,259,Otto,Karo
16,14,875.668584063439,23.7306692860499,1,2,2,3,2021-04-02,259,Otto,Karo
17,14,905.546125164184,29.8775411007452,0,1,2,3,2021-04-02,259,Otto,Karo
17,15,929.025354152374,23.4792289881901,0,2,2,3,2021-04-02,259,Otto,Karo
18,15,960.12093684964,31.095582697266,0,1,2,3,2021-04-02,259,Otto,Karo
19,15,980.322139165701,20.2012023160614,0,1,2,3,2021-04-02,259,Otto,Karo
20,15,1001.35654936481,21.0344101991126,0,1,2,3,2021-04-02,259,Otto,Karo
21,15,1020.34473730537,18.9881879405516,1,1,2,3,2021-04-02,259,Otto,Karo
0,1,13.0887649237406,13.0887649237406,0,2,1,1,2020-07-20,260,Jonny,Chris
0,2,42.9142550309226,29.8254901071819,0,2,1,1,2020-07-20,260,Jonny,Chris
0,3,80.7487417328316,37.834486701909,0,2,1,1,2020-07-20,260,Jonny,Chris
1,3,116.965467286067,36.2167255532355,0,1,1,1,2020-07-20,260,Jonny,Chris
1,4,158.099248289441,41.1337810033738,0,2,1,1,2020-07-20,260,Jonny,Chris
1,5,166.72406702564,8.62481873619891,1,2,1,1,2020-07-20,260,Jonny,Chris
2,5,185.617340033984,18.8932730083446,1,1,1,1,2020-07-20,260,Jonny,Chris
2,6,218.104718667208,32.4873786332235,1,2,1,1,2020-07-20,260,Jonny,Chris
2,7,249.863822409762,31.7591037425539,1,2,1,1,2020-07-20,260,Jonny,Chris
3,7,264.437165135665,14.573342725903,1,1,1,1,2020-07-20,260,Jonny,Chris
4,7,280.157094510675,15.7199293750103,0,1,1,1,2020-07-20,260,Jonny,Chris
5,7,305.723767341915,25.5666728312394,0,1,1,1,2020-07-20,260,Jonny,Chris
6,7,340.868496163811,35.1447288218962,0,1,1,1,2020-07-20,260,Jonny,Chris
7,7,363.768102987675,22.8996068238643,0,1,1,1,2020-07-20,260,Jonny,Chris
8,7,401.494292809488,37.726189821813,0,1,1,1,2020-07-20,260,Jonny,Chris
9,7,416.348714175913,14.8544213664248,1,1,1,1,2020-07-20,260,Jonny,Chris
10,7,456.475947154078,40.1272329781649,1,1,1,1,2020-07-20,260,Jonny,Chris
11,7,479.23606300701,22.7601158529325,1,1,1,1,2020-07-20,260,Jonny,Chris
12,7,494.180192488607,14.9441294815963,1,1,1,1,2020-07-20,260,Jonny,Chris
13,7,509.822878050181,15.6426855615745,1,1,1,1,2020-07-20,260,Jonny,Chris
14,7,552.430074881907,42.6071968317257,0,1,1,1,2020-07-20,260,Jonny,Chris
14,8,576.622800189974,24.1927253080673,0,2,1,1,2020-07-20,260,Jonny,Chris
14,9,599.506734740657,22.8839345506829,0,2,1,1,2020-07-20,260,Jonny,Chris
14,10,615.163371413406,15.6566366727489,0,2,1,1,2020-07-20,260,Jonny,Chris
15,10,639.354903929428,24.1915325160222,0,1,1,1,2020-07-20,260,Jonny,Chris
16,10,668.517250776653,29.1623468472254,1,1,1,1,2020-07-20,260,Jonny,Chris
16,11,677.598742278659,9.08149150200583,1,2,1,1,2020-07-20,260,Jonny,Chris
17,11,705.822209946172,28.2234676675134,1,1,1,1,2020-07-20,260,Jonny,Chris
17,12,734.71960931277,28.8973993665974,1,2,1,1,2020-07-20,260,Jonny,Chris
17,13,761.032502490995,26.3128931782255,1,2,1,1,2020-07-20,260,Jonny,Chris
18,13,798.303682743269,37.2711802522735,0,1,1,1,2020-07-20,260,Jonny,Chris
18,14,825.813799510485,27.5101167672163,0,2,1,1,2020-07-20,260,Jonny,Chris
19,14,859.046122499382,33.2323229888966,0,1,1,1,2020-07-20,260,Jonny,Chris
19,15,873.852134604097,14.8060121047149,0,2,1,1,2020-07-20,260,Jonny,Chris
19,16,905.548114111203,31.6959795071064,0,2,1,1,2020-07-20,260,Jonny,Chris
19,17,920.455363137587,14.9072490263838,1,2,1,1,2020-07-20,260,Jonny,Chris
20,17,949.132240525053,28.6768773874664,1,1,1,1,2020-07-20,260,Jonny,Chris
21,17,965.35056678649,16.2183262614372,1,1,1,1,2020-07-20,260,Jonny,Chris
0,1,16.6095391900966,16.6095391900966,0,2,3,1,2021-01-11,261,Karo,Jonny
0,2,47.367847331049,30.7583081409524,0,2,3,1,2021-01-11,261,Karo,Jonny
0,3,62.2056669440968,14.8378196130478,0,2,3,1,2021-01-11,261,Karo,Jonny
1,3,91.6929083304382,29.4872413863414,0,1,3,1,2021-01-11,261,Karo,Jonny
1,4,106.819160633187,15.1262523027488,0,2,3,1,2021-01-11,261,Karo,Jonny
1,5,126.757264572081,19.9381039388935,1,2,3,1,2021-01-11,261,Karo,Jonny
1,6,159.046295957356,32.2890313852757,1,2,3,1,2021-01-11,261,Karo,Jonny
1,7,192.146724741954,33.1004287845978,1,2,3,1,2021-01-11,261,Karo,Jonny
2,7,197.854209123707,5.70748438175318,1,1,3,1,2021-01-11,261,Karo,Jonny
2,8,221.634631430313,23.7804223066061,1,2,3,1,2021-01-11,261,Karo,Jonny
2,9,239.452391035923,17.8177596056092,0,2,3,1,2021-01-11,261,Karo,Jonny
3,9,257.597493770341,18.1451027344188,0,1,3,1,2021-01-11,261,Karo,Jonny
4,9,277.886302559905,20.2888087895638,0,1,3,1,2021-01-11,261,Karo,Jonny
5,9,292.379579978755,14.4932774188496,0,1,3,1,2021-01-11,261,Karo,Jonny
5,10,315.492627248433,23.1130472696782,0,2,3,1,2021-01-11,261,Karo,Jonny
5,11,339.43806462209,23.9454373736572,1,2,3,1,2021-01-11,261,Karo,Jonny
5,12,370.132619301241,30.6945546791511,1,2,3,1,2021-01-11,261,Karo,Jonny
5,13,391.345799054704,21.2131797534623,1,2,3,1,2021-01-11,261,Karo,Jonny
5,14,424.546246191091,33.2004471363871,1,2,3,1,2021-01-11,261,Karo,Jonny
6,14,434.796830150545,10.250583959454,1,1,3,1,2021-01-11,261,Karo,Jonny
6,15,455.485306340183,20.6884761896389,0,2,3,1,2021-01-11,261,Karo,Jonny
6,16,477.554923348814,22.0696170086301,0,2,3,1,2021-01-11,261,Karo,Jonny
6,17,505.449891232328,27.8949678835147,0,2,3,1,2021-01-11,261,Karo,Jonny
6,18,537.42272438862,31.9728331562917,0,2,3,1,2021-01-11,261,Karo,Jonny
6,19,562.693509479818,25.2707850911983,0,2,3,1,2021-01-11,261,Karo,Jonny
6,20,577.921916235159,15.2284067553408,1,2,3,1,2021-01-11,261,Karo,Jonny
6,21,617.555200529662,39.6332842945034,1,2,3,1,2021-01-11,261,Karo,Jonny
1,0,23.8005485041137,23.8005485041137,0,1,2,1,2020-09-07,262,Otto,Jonny
2,0,69.1255255951853,45.3249770910716,0,1,2,1,2020-09-07,262,Otto,Jonny
3,0,93.829901417558,24.7043758223727,0,1,2,1,2020-09-07,262,Otto,Jonny
4,0,116.075857802028,22.2459563844701,0,1,2,1,2020-09-07,262,Otto,Jonny
4,1,125.909548712429,9.83369091040125,0,2,2,1,2020-09-07,262,Otto,Jonny
4,2,169.097647022933,43.1880983105041,1,2,2,1,2020-09-07,262,Otto,Jonny
5,2,203.696711112177,34.5990640892432,1,1,2,1,2020-09-07,262,Otto,Jonny
5,3,219.90125000968,16.2045388975036,1,2,2,1,2020-09-07,262,Otto,Jonny
5,4,243.395625260187,23.494375250507,1,2,2,1,2020-09-07,262,Otto,Jonny
5,5,276.029290239628,32.6336649794412,1,2,2,1,2020-09-07,262,Otto,Jonny
5,6,306.110519200254,30.0812289606257,0,2,2,1,2020-09-07,262,Otto,Jonny
6,6,334.034146790942,27.9236275906877,0,1,2,1,2020-09-07,262,Otto,Jonny
6,7,350.349608809922,16.3154620189798,0,2,2,1,2020-09-07,262,Otto,Jonny
6,8,363.762846025866,13.4132372159443,0,2,2,1,2020-09-07,262,Otto,Jonny
7,8,387.046542125542,23.2836960996761,0,1,2,1,2020-09-07,262,Otto,Jonny
7,9,418.124409254323,31.0778671287806,1,2,2,1,2020-09-07,262,Otto,Jonny
8,9,433.018850079302,14.894440824979,1,1,2,1,2020-09-07,262,Otto,Jonny
8,10,472.365680290779,39.3468302114777,1,2,2,1,2020-09-07,262,Otto,Jonny
8,11,515.45502243367,43.0893421428912,1,2,2,1,2020-09-07,262,Otto,Jonny
9,11,565.497193371987,50.0421709383169,1,1,2,1,2020-09-07,262,Otto,Jonny
10,11,586.265086839358,20.7678934673708,0,1,2,1,2020-09-07,262,Otto,Jonny
10,12,607.383411049058,21.1183242097,0,2,2,1,2020-09-07,262,Otto,Jonny
10,13,624.112178261855,16.7287672127969,0,2,2,1,2020-09-07,262,Otto,Jonny
10,14,633.249267119363,9.13708885750798,0,2,2,1,2020-09-07,262,Otto,Jonny
11,14,666.726205097605,33.4769379782422,0,1,2,1,2020-09-07,262,Otto,Jonny
12,14,693.869683363251,27.1434782656455,1,1,2,1,2020-09-07,262,Otto,Jonny
12,15,714.473442766354,20.6037594031033,1,2,2,1,2020-09-07,262,Otto,Jonny
12,16,760.586862395537,46.1134196291831,1,2,2,1,2020-09-07,262,Otto,Jonny
13,16,789.023233744329,28.4363713487918,1,1,2,1,2020-09-07,262,Otto,Jonny
14,16,818.838865304991,29.8156315606627,1,1,2,1,2020-09-07,262,Otto,Jonny
14,17,835.796963734895,16.9580984299035,0,2,2,1,2020-09-07,262,Otto,Jonny
14,18,861.536520838898,25.7395571040028,0,2,2,1,2020-09-07,262,Otto,Jonny
15,18,894.905061978218,33.3685411393198,0,1,2,1,2020-09-07,262,Otto,Jonny
16,18,930.013739356193,35.1086773779749,0,1,2,1,2020-09-07,262,Otto,Jonny
16,19,960.983010962564,30.9692716063718,0,2,2,1,2020-09-07,262,Otto,Jonny
17,19,994.057631071935,33.0746201093711,1,1,2,1,2020-09-07,262,Otto,Jonny
17,20,1022.12708019258,28.069449120642,1,2,2,1,2020-09-07,262,Otto,Jonny
17,21,1036.23153692783,14.1044567352561,1,2,2,1,2020-09-07,262,Otto,Jonny
0,1,26.4729321713207,26.4729321713207,1,2,1,3,2020-08-02,263,Jonny,Karo
1,1,58.8476108814578,32.374678710137,1,1,1,3,2020-08-02,263,Jonny,Karo
2,1,80.6248443178314,21.7772334363736,1,1,1,3,2020-08-02,263,Jonny,Karo
3,1,99.6561064439593,19.0312621261279,1,1,1,3,2020-08-02,263,Jonny,Karo
4,1,122.251758240471,22.5956517965117,1,1,1,3,2020-08-02,263,Jonny,Karo
4,2,142.299923788953,20.0481655484815,0,2,1,3,2020-08-02,263,Jonny,Karo
5,2,165.917371228153,23.6174474392005,0,1,1,3,2020-08-02,263,Jonny,Karo
5,3,183.387282901845,17.4699116736921,0,2,1,3,2020-08-02,263,Jonny,Karo
6,3,194.989889934214,11.6026070323684,0,1,1,3,2020-08-02,263,Jonny,Karo
7,3,226.79038347641,31.8004935421967,0,1,1,3,2020-08-02,263,Jonny,Karo
8,3,246.777769361215,19.9873858848049,1,1,1,3,2020-08-02,263,Jonny,Karo
8,4,275.880938677763,29.1031693165481,1,2,1,3,2020-08-02,263,Jonny,Karo
9,4,304.619290277611,28.7383515998476,1,1,1,3,2020-08-02,263,Jonny,Karo
9,5,328.491153857597,23.8718635799865,1,2,1,3,2020-08-02,263,Jonny,Karo
9,6,363.243775749269,34.7526218916719,1,2,1,3,2020-08-02,263,Jonny,Karo
10,6,392.817858749264,29.5740829999951,0,1,1,3,2020-08-02,263,Jonny,Karo
11,6,424.854784796008,32.0369260467442,0,1,1,3,2020-08-02,263,Jonny,Karo
11,7,452.339839011311,27.4850542153021,0,2,1,3,2020-08-02,263,Jonny,Karo
12,7,477.955443180529,25.6156041692181,0,1,1,3,2020-08-02,263,Jonny,Karo
13,7,500.345572387426,22.3901292068979,0,1,1,3,2020-08-02,263,Jonny,Karo
13,8,536.802285347531,36.4567129601048,1,2,1,3,2020-08-02,263,Jonny,Karo
14,8,564.031889230903,27.2296038833717,1,1,1,3,2020-08-02,263,Jonny,Karo
15,8,588.194205572282,24.1623163413788,1,1,1,3,2020-08-02,263,Jonny,Karo
16,8,627.906170740039,39.711965167757,1,1,1,3,2020-08-02,263,Jonny,Karo
17,8,675.169745734392,47.263574994353,1,1,1,3,2020-08-02,263,Jonny,Karo
18,8,696.391656628227,21.2219108938356,0,1,1,3,2020-08-02,263,Jonny,Karo
19,8,712.60464308434,16.2129864561125,0,1,1,3,2020-08-02,263,Jonny,Karo
20,8,750.717742884316,38.113099799976,0,1,1,3,2020-08-02,263,Jonny,Karo
21,8,766.945158328554,16.2274154442386,0,1,1,3,2020-08-02,263,Jonny,Karo
0,1,19.976125241337,19.976125241337,0,2,3,1,2020-06-08,264,Luis,Chris
0,2,43.7242504780211,23.7481252366841,0,2,3,1,2020-06-08,264,Luis,Chris
0,3,61.1326272887325,17.4083768107114,0,2,3,1,2020-06-08,264,Luis,Chris
1,3,75.424128143249,14.2915008545166,0,1,3,1,2020-06-08,264,Luis,Chris
1,4,92.5784474489615,17.1543193057125,0,2,3,1,2020-06-08,264,Luis,Chris
1,5,121.948866819965,29.3704193710039,1,2,3,1,2020-06-08,264,Luis,Chris
1,6,146.754096183645,24.80522936368,1,2,3,1,2020-06-08,264,Luis,Chris
1,7,167.973868075802,21.2197718921566,1,2,3,1,2020-06-08,264,Luis,Chris
2,7,199.780760279075,31.8068922032729,1,1,3,1,2020-06-08,264,Luis,Chris
2,8,221.135868977315,21.3551086982396,1,2,3,1,2020-06-08,264,Luis,Chris
2,9,240.896886724552,19.7610177472375,0,2,3,1,2020-06-08,264,Luis,Chris
2,10,265.217794349609,24.3209076250567,0,2,3,1,2020-06-08,264,Luis,Chris
2,11,300.833208487606,35.6154141379969,0,2,3,1,2020-06-08,264,Luis,Chris
3,11,321.217585744167,20.3843772565611,0,1,3,1,2020-06-08,264,Luis,Chris
3,12,340.147617551822,18.9300318076552,0,2,3,1,2020-06-08,264,Luis,Chris
3,13,374.461564414531,34.3139468627086,1,2,3,1,2020-06-08,264,Luis,Chris
4,13,395.638645883076,21.1770814685455,1,1,3,1,2020-06-08,264,Luis,Chris
4,14,429.29591373749,33.6572678544142,1,2,3,1,2020-06-08,264,Luis,Chris
4,15,452.061143764975,22.7652300274851,1,2,3,1,2020-06-08,264,Luis,Chris
5,15,475.113200559792,23.0520567948162,1,1,3,1,2020-06-08,264,Luis,Chris
5,16,510.769686404285,35.6564858444931,0,2,3,1,2020-06-08,264,Luis,Chris
5,17,526.928506485649,16.1588200813642,0,2,3,1,2020-06-08,264,Luis,Chris
6,17,546.800478482691,19.8719719970417,0,1,3,1,2020-06-08,264,Luis,Chris
7,17,583.417230231808,36.6167517491177,0,1,3,1,2020-06-08,264,Luis,Chris
8,17,599.519375003039,16.1021447712307,0,1,3,1,2020-06-08,264,Luis,Chris
9,17,612.276606694405,12.757231691366,1,1,3,1,2020-06-08,264,Luis,Chris
9,18,620.450142426128,8.17353573172297,1,2,3,1,2020-06-08,264,Luis,Chris
10,18,647.792747401794,27.3426049756659,1,1,3,1,2020-06-08,264,Luis,Chris
10,19,666.269818304154,18.4770709023607,1,2,3,1,2020-06-08,264,Luis,Chris
11,19,687.638102199546,21.368283895391,1,1,3,1,2020-06-08,264,Luis,Chris
11,20,722.865078332792,35.2269761332461,0,2,3,1,2020-06-08,264,Luis,Chris
11,21,750.926871114533,28.0617927817412,0,2,3,1,2020-06-08,264,Luis,Chris
1,0,22.1047162080585,22.1047162080585,1,1,2,1,2020-07-18,265,Otto,Jonny
1,1,44.9827100580951,22.8779938500366,1,2,2,1,2020-07-18,265,Otto,Jonny
2,1,68.5800707747954,23.5973607167003,1,1,2,1,2020-07-18,265,Otto,Jonny
2,2,105.008633754009,36.4285629792132,1,2,2,1,2020-07-18,265,Otto,Jonny
3,2,127.143025641189,22.1343918871802,1,1,2,1,2020-07-18,265,Otto,Jonny
3,3,145.248971270032,18.1059456288429,0,2,2,1,2020-07-18,265,Otto,Jonny
4,3,159.888905931197,14.6399346611655,0,1,2,1,2020-07-18,265,Otto,Jonny
5,3,175.747245590344,15.8583396591469,0,1,2,1,2020-07-18,265,Otto,Jonny
5,4,202.095850317286,26.3486047269416,0,2,2,1,2020-07-18,265,Otto,Jonny
5,5,219.713653899508,17.6178035822223,0,2,2,1,2020-07-18,265,Otto,Jonny
5,6,248.457479825887,28.7438259263788,1,2,2,1,2020-07-18,265,Otto,Jonny
6,6,263.961417620125,15.5039377942386,1,1,2,1,2020-07-18,265,Otto,Jonny
6,7,298.162917134373,34.2014995142472,1,2,2,1,2020-07-18,265,Otto,Jonny
6,8,336.168347289038,38.0054301546658,1,2,2,1,2020-07-18,265,Otto,Jonny
6,9,352.775190486053,16.606843197015,1,2,2,1,2020-07-18,265,Otto,Jonny
6,10,362.80527179219,10.0300813061369,0,2,2,1,2020-07-18,265,Otto,Jonny
7,10,393.18621997074,30.3809481785494,0,1,2,1,2020-07-18,265,Otto,Jonny
8,10,413.715807607257,20.5295876365169,0,1,2,1,2020-07-18,265,Otto,Jonny
9,10,444.350620545146,30.6348129378892,0,1,2,1,2020-07-18,265,Otto,Jonny
10,10,468.820420622523,24.469800077377,0,1,2,1,2020-07-18,265,Otto,Jonny
11,10,486.552334510035,17.7319138875123,1,1,2,1,2020-07-18,265,Otto,Jonny
11,11,496.505905714137,9.95357120410222,1,2,2,1,2020-07-18,265,Otto,Jonny
11,12,536.551671723368,40.045766009231,1,2,2,1,2020-07-18,265,Otto,Jonny
11,13,551.595704308842,15.0440325854734,1,2,2,1,2020-07-18,265,Otto,Jonny
12,13,583.504367481135,31.9086631722936,1,1,2,1,2020-07-18,265,Otto,Jonny
13,13,615.07895189342,31.5745844122843,0,1,2,1,2020-07-18,265,Otto,Jonny
13,14,645.956337583798,30.8773856903779,0,2,2,1,2020-07-18,265,Otto,Jonny
13,15,663.992332162409,18.035994578611,0,2,2,1,2020-07-18,265,Otto,Jonny
13,16,688.192450921768,24.2001187593595,0,2,2,1,2020-07-18,265,Otto,Jonny
14,16,719.778010010527,31.5855590887584,0,1,2,1,2020-07-18,265,Otto,Jonny
15,16,740.713806887052,20.9357968765252,1,1,2,1,2020-07-18,265,Otto,Jonny
15,17,758.053966879487,17.3401599924347,1,2,2,1,2020-07-18,265,Otto,Jonny
15,18,773.97132590939,15.9173590299035,1,2,2,1,2020-07-18,265,Otto,Jonny
15,19,800.670264629516,26.6989387201261,1,2,2,1,2020-07-18,265,Otto,Jonny
16,19,817.706355807913,17.0360911783966,1,1,2,1,2020-07-18,265,Otto,Jonny
16,20,833.015697290456,15.3093414825434,0,2,2,1,2020-07-18,265,Otto,Jonny
16,21,867.416405472265,34.4007081818094,0,2,2,1,2020-07-18,265,Otto,Jonny
0,1,22.7539948893608,22.7539948893608,0,2,1,3,2021-03-10,266,Chris,Luis
0,2,72.1326382439928,49.378643354632,0,2,1,3,2021-03-10,266,Chris,Luis
1,2,95.4430678133946,23.3104295694018,0,1,1,3,2021-03-10,266,Chris,Luis
2,2,114.426380439371,18.9833126259767,0,1,1,3,2021-03-10,266,Chris,Luis
3,2,140.863536526924,26.4371560875531,0,1,1,3,2021-03-10,266,Chris,Luis
4,2,184.322910412471,43.4593738855464,1,1,1,3,2021-03-10,266,Chris,Luis
5,2,217.299013364784,32.9761029523135,1,1,1,3,2021-03-10,266,Chris,Luis
6,2,245.581323637466,28.2823102726822,1,1,1,3,2021-03-10,266,Chris,Luis
7,2,251.585250452741,6.00392681527489,1,1,1,3,2021-03-10,266,Chris,Luis
7,3,278.997740958208,27.4124905054664,1,2,1,3,2021-03-10,266,Chris,Luis
7,4,295.775217114684,16.7774761564761,0,2,1,3,2021-03-10,266,Chris,Luis
7,5,316.225568834631,20.4503517199475,0,2,1,3,2021-03-10,266,Chris,Luis
8,5,353.584662927251,37.35909409262,0,1,1,3,2021-03-10,266,Chris,Luis
9,5,375.282670079088,21.6980071518368,0,1,1,3,2021-03-10,266,Chris,Luis
10,5,385.055560770101,9.77289069101295,0,1,1,3,2021-03-10,266,Chris,Luis
10,6,398.011338197558,12.9557774274574,1,2,1,3,2021-03-10,266,Chris,Luis
10,7,428.592792632654,30.5814544350952,1,2,1,3,2021-03-10,266,Chris,Luis
11,7,458.376509450157,29.7837168175031,1,1,1,3,2021-03-10,266,Chris,Luis
12,7,497.784761107222,39.4082516570652,1,1,1,3,2021-03-10,266,Chris,Luis
